,name,online_order,rate,votes,location,rest_type,approx_cost
43553,Sri Saravana Bhavan,No,3.9,77,Commercial Street,Quick Bites,150
43554,Koshy's,No,3.6,53,Richmond Road,"Bakery, Quick Bites",300
43555,Burger King,Yes,4.0,660,Commercial Street,Quick Bites,600
43556,Hotel Fanoos,Yes,4.0,789,Richmond Road,Quick Bites,400
43557,Little White Kitchen,Yes,3.8,19,Brigade Road,Quick Bites,200
43558,Haji Ali Juice Centre,Yes,4.1,79,Commercial Street,"Quick Bites, Beverage Shop",350
43559,New Taj,Yes,3.2,120,Ulsoor,Quick Bites,300
43560,The Wok Shop,Yes,3.4,7,Ulsoor,Quick Bites,500
43561,Sri Udupi Park,Yes,3.8,106,Residency Road,Quick Bites,200
43562,Hotel Dil Coorg,Yes,3.7,80,Ulsoor,Quick Bites,300
43563,Kabab Souq,Yes,3.6,112,Richmond Road,Quick Bites,500
43564,Shahi Family Restaurant,Yes,3.2,88,Ulsoor,Quick Bites,350
43565,Desi Vdesi,Yes,3.9,202,Church Street,Quick Bites,250
43566,Chickpet Donne Biryani House,Yes,3.7,50,Commercial Street,Quick Bites,250
43567,KKR FOODIES,Yes,3.2,60,St. Marks Road,Quick Bites,400
43568,Munchies,Yes,3.9,65,Brigade Road,"Quick Bites, Bakery",250
43569,Vishnu Sagar,No,3.0,33,Commercial Street,Quick Bites,400
43570,Taste Of Tibet,No,4.1,341,Brigade Road,Quick Bites,300
43571,SGS Non Veg - Gundu Pulav,Yes,3.9,56,St. Marks Road,Quick Bites,400
43572,Masala Oota,Yes,3.6,79,Residency Road,Quick Bites,500
43573,New Alameen Restaurant,Yes,3.0,30,Ulsoor,Quick Bites,300
43574,Shawarma Time,Yes,3.7,82,Ulsoor,Quick Bites,300
43575,Fatima Bakery,No,3.7,14,Richmond Road,"Bakery, Quick Bites",300
43576,Ramji Chaiwale,Yes,3.7,43,Ulsoor,Quick Bites,250
43577,Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,No,3.6,26,Shivajinagar,Quick Bites,300
43578,Mel's Korner,No,3.7,96,Church Street,Quick Bites,500
43579,Deccan Spices,No,3.7,24,Richmond Road,Quick Bites,500
43580,Yomama!!,No,3.6,8,Brigade Road,Quick Bites,800
43581,Paratha Xpress,No,3.0,8,Ulsoor,Quick Bites,200
43582,Donne Biryani House,Yes,3.4,70,Residency Road,Quick Bites,400
43583,Kabab Nation Corner,Yes,3.0,75,Brigade Road,Quick Bites,500
43584,Shilpa Veg,No,3.6,37,Shivajinagar,Quick Bites,250
43585,New Udupi Upahar,No,3.0,7,Richmond Road,Quick Bites,300
43586,Subway,No,2.8,63,Brigade Road,Quick Bites,500
43587,Aaha Andhra,No,3.6,16,Brigade Road,Food Court,900
43588,Kerala Kitchen,No,3.1,32,Brigade Road,Quick Bites,200
43589,Donne Biriyani Mane,Yes,3.4,63,Church Street,Quick Bites,400
43590,Platter,Yes,2.9,25,Residency Road,Quick Bites,300
43591,Tayabbs,No,3.7,71,Ulsoor,Quick Bites,500
43592,Aishwarya Uphar,No,0.0,0,Ulsoor,Quick Bites,150
43593,Kaati Zone,Yes,3.1,165,Church Street,Quick Bites,350
43594,Allana Kabab,No,3.3,4,Richmond Road,Quick Bites,200
43595,Indira Canteen,No,0.0,0,Ulsoor,Quick Bites,300
43596,Five Star Chicken,Yes,3.0,27,Ulsoor,Quick Bites,300
43597,Firewood Biryani,Yes,3.9,457,Residency Road,Quick Bites,400
43598,Hotel Metropole,No,2.9,18,Shivajinagar,Quick Bites,400
43599,The Grand Taj,Yes,3.3,37,Shivajinagar,Quick Bites,350
43600,Faasos,Yes,3.9,252,Residency Road,Quick Bites,500
43601,Juice Shop,No,3.3,11,Brigade Road,Quick Bites,200
43602,Mummy Dhaba,Yes,3.4,48,Ulsoor,Quick Bites,300
43603,Ram Prasad Veg,No,3.7,14,Shivajinagar,Quick Bites,150
43604,North Indian Hotel,No,3.4,11,Shivajinagar,Quick Bites,200
43605,Hotel Ramprasad,Yes,4.2,93,Brigade Road,Quick Bites,300
43606,Gundappa Donne Biryani,No,3.7,163,St. Marks Road,Quick Bites,300
43607,Container Coffee,Yes,3.0,12,Ulsoor,Quick Bites,200
43608,Royal Restaurant,No,3.2,7,Shivajinagar,Quick Bites,200
43609,Shree Sadguru Refreshment,No,3.2,4,Ulsoor,Quick Bites,400
43610,Khan Saheb Grills and Rolls,Yes,3.4,26,Langford Town,Quick Bites,400
43611,Chilli Chicken,Yes,3.0,7,Brigade Road,Quick Bites,500
43612,Roll Er Dokaan,Yes,3.3,19,Brigade Road,Quick Bites,300
43613,Chaitanya Veg,Yes,3.2,5,Shivajinagar,Quick Bites,300
43614,Baskin Robbins,Yes,3.7,24,Brigade Road,Dessert Parlor,250
43615,Ambur Hot Dum Biryani,No,3.1,7,Ulsoor,Quick Bites,300
43616,DilliBite,Yes,3.0,33,Ulsoor,Quick Bites,600
43617,Maaheshwari Chaat Wala,No,3.9,27,Ulsoor,Quick Bites,100
43618,Sri Rama Coffee Shop,No,0.0,0,Shivajinagar,Quick Bites,100
43619,New Star Hotel,No,0.0,0,Shivajinagar,Quick Bites,200
43620,A1 Ambur Biryani,No,0.0,0,Shivajinagar,Quick Bites,200
43621,Kabab and Biryani Centre,No,0.0,0,Richmond Road,Quick Bites,300
43622,Tandoori Platter,No,0.0,0,Residency Road,Quick Bites,450
43623,Radhika Veg Delite,No,0.0,0,Shivajinagar,Quick Bites,400
43624,Rolls Corner,No,0.0,0,Brigade Road,Quick Bites,300
43625,Bihari Hotel,No,0.0,0,Brigade Road,Quick Bites,200
43626,Shilpa Vegetarian Restaurant,No,0.0,0,Shivajinagar,Quick Bites,350
43627,Pappu BC,No,0.0,0,Shivajinagar,Quick Bites,300
43628,DeCafe,No,0.0,0,Brigade Road,Quick Bites,300
43629,Svi Food And Juice,Yes,0.0,0,Ulsoor,Quick Bites,250
43630,Apsara Hotel,No,0.0,0,Shivajinagar,Quick Bites,150
43631,Home Treat,No,3.1,7,Brigade Road,Quick Bites,150
43632,Sri Rama,No,3.2,4,Shivajinagar,Quick Bites,200
43633,Kabab Mela,Yes,0.0,0,Shivajinagar,Quick Bites,300
43634,Hotel Rangoon,Yes,3.7,17,Ulsoor,Quick Bites,300
43635,Lemon Rice,No,3.4,12,Ulsoor,Quick Bites,100
43636,Sri Krishna Foodline,Yes,3.3,4,Ulsoor,Quick Bites,100
43637,Indy's Comfort Food,No,4.1,399,Shivajinagar,Quick Bites,300
43638,Sri Krishna Upahar,No,0.0,0,Shivajinagar,Quick Bites,200
43639,Hotel Dinesh,No,0.0,0,Ulsoor,Quick Bites,150
43640,Vinay Upahar,No,0.0,0,Shivajinagar,Quick Bites,200
43641,Maiera Siddiqha Kabab Centre,No,0.0,0,Shivajinagar,Quick Bites,200
43642,Vishwamitra Veg Restaurant,No,0.0,0,Shivajinagar,Quick Bites,200
43643,Shadow Kolkata Katti Rolls & Momos,Yes,0.0,0,Brigade Road,Quick Bites,250
43644,Armani Kabab Centre,No,0.0,0,Richmond Road,Quick Bites,300
43645,Royal Tea House,No,0.0,0,Shivajinagar,Quick Bites,100
43646,Jyothi Prakash,No,0.0,0,Richmond Road,Quick Bites,150
43647,Shalimar Chaska,No,0.0,0,Richmond Road,Quick Bites,200
43648,Sri Krishna The Dhaba,No,0.0,0,Richmond Road,Quick Bites,200
43649,Lakshmi Hotel,No,0.0,0,Ulsoor,Quick Bites,300
43650,Ambur Hot Dum Biriyani,No,0.0,0,Shivajinagar,Quick Bites,250
43651,Madurai Hotel,No,0.0,0,Commercial Street,Quick Bites,150
43652,Night Kitchen,No,0.0,0,Shivajinagar,Quick Bites,600
43653,Kerala Home Food,No,0.0,0,Brigade Road,Quick Bites,300
43654,The Taste Adda,No,0.0,0,Ulsoor,Quick Bites,200
43655,Crunch Pizzas,Yes,2.0,34,Ulsoor,Quick Bites,600
43656,Safa Hotel,No,0.0,0,Shivajinagar,Quick Bites,200
43657,Hotel New Sagar,No,0.0,0,Shivajinagar,Quick Bites,300
43658,Crazy Pizza,Yes,0.0,0,Brigade Road,"Food Court, Quick Bites",400
43659,Banashankri Donne Biriyani,No,0.0,0,Ulsoor,Quick Bites,300
43660,Tibbs Frankie,No,3.0,22,St. Marks Road,Quick Bites,200
43661,K V Canteen,No,3.0,17,Commercial Street,Quick Bites,100
43662,Cool Joint,No,3.6,25,Commercial Street,Quick Bites,250
43663,Rolls On Wheels,No,3.0,45,Brigade Road,Quick Bites,300
43664,Delhi Bhavan,No,3.3,11,Commercial Street,Quick Bites,150
43665,Sangam Kabab Corner,No,3.1,4,Ulsoor,Quick Bites,300
43666,Hotel Kanchan's Fish & Chicken,Yes,3.3,4,Shivajinagar,Quick Bites,400
43667,Kavya Sagar,No,2.9,11,Richmond Road,Quick Bites,250
43668,Mr. Anbu'g Ambur Biryani,No,3.2,4,Richmond Road,Quick Bites,300
43669,Food Of Punjab,No,3.7,19,Ulsoor,Quick Bites,200
43670,Sona Chicken Kabab,No,3.2,4,Ulsoor,Quick Bites,200
43671,Sri Raghavendra Tiffin Center,No,0.0,0,Shivajinagar,Quick Bites,200
43672,Hatti Punjab Di,No,3.4,8,Brigade Road,Quick Bites,450
43673,Kalpana Fast Food,No,0.0,0,Richmond Road,Quick Bites,150
43674,Gowdara Naati Mane,No,3.4,7,Residency Road,Quick Bites,500
43675,Kanis Kitchen,No,3.6,14,Shivajinagar,Quick Bites,250
43676,Brigade Paradise Hotel,No,0.0,0,Brigade Road,Quick Bites,400
43677,New Select Hotel,No,3.4,5,Richmond Road,Quick Bites,200
43678,Hotel Ashoka,No,3.7,11,Shivajinagar,Quick Bites,200
43679,Dine In,No,3.0,8,Brigade Road,Quick Bites,400
43680,Sagar Chats,No,3.8,38,Commercial Street,Quick Bites,300
43681,Bhaiya Ji Food Court,No,3.0,16,Ulsoor,Quick Bites,150
43682,Bangalore Bytes,Yes,3.0,121,Brigade Road,Quick Bites,300
43683,The London Shakes,Yes,3.4,8,Church Street,Quick Bites,500
43684,Grahaira,No,0.0,0,Commercial Street,Quick Bites,300
43685,Rescafe,No,3.8,41,Residency Road,Quick Bites,100
43686,Hotel Vinitha,No,3.2,5,Shivajinagar,Quick Bites,150
43687,Sultan Shah's Restaurant,No,3.2,9,Shivajinagar,Quick Bites,200
43688,Kung Foods,No,0.0,0,Commercial Street,Quick Bites,500
43689,KUNG FOOD,No,0.0,0,Commercial Street,Quick Bites,400
43690,Sattuani,No,3.0,10,St. Marks Road,Quick Bites,250
43691,Food Court,No,0.0,0,Richmond Road,Quick Bites,100
43692,Cafe MingoÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs,No,0.0,0,Richmond Road,Quick Bites,200
43693,Shiv Sager,No,3.0,10,Brigade Road,Food Court,200
43694,Sri Udupi Grand,Yes,0.0,0,Brigade Road,Quick Bites,200
43695,K.B.R Fast Food,No,0.0,0,Richmond Road,Quick Bites,300
43696,Rizq Restaurant,No,0.0,0,Richmond Road,Quick Bites,150
43697,R.K Biryani & Chinese Fast Food,No,0.0,0,Richmond Road,Quick Bites,200
43698,Hotel New Mezban,No,0.0,0,Richmond Road,Quick Bites,250
43699,New A1 Chicken Biryani Point,No,3.1,6,Shivajinagar,Quick Bites,300
43700,Lazzet Lee,Yes,0.0,0,Lavelle Road,Quick Bites,600
43701,M.R.S Hotel,No,0.0,0,Ulsoor,Quick Bites,300
43702,Best Biryani,No,0.0,0,Ulsoor,Quick Bites,300
43703,Chinese Corner,No,3.1,5,Brigade Road,Quick Bites,200
43704,Caffe Maven,Yes,3.6,26,Residency Road,Quick Bites,300
43705,Desi Streat,No,0.0,0,Brigade Road,Food Court,400
43706,Al-Safaa Chinese Fast Food,No,0.0,0,Shivajinagar,Quick Bites,250
43707,Sweet Chariot Cafe,Yes,3.8,113,Residency Road,Dessert Parlor,500
43708,MDP Coffee House,No,3.6,16,Commercial Street,Quick Bites,200
43709,BIB-Breakfast In The Box,Yes,0.0,0,Ulsoor,Quick Bites,600
43710,Shawarma Inc,Yes,3.1,28,Brigade Road,Food Court,250
43711,Bharathi Dosa Camp,No,3.2,7,Commercial Street,Quick Bites,100
43712,Galaxy 2 Restaurant,No,3.2,4,Shivajinagar,Quick Bites,400
43713,Kshathriya's Naati Junction,No,0.0,0,Richmond Road,Quick Bites,250
43714,Shiv Sagar,Yes,0.0,0,Brigade Road,Food Court,250
43715,Hammered,Yes,4.7,4840,Cunningham Road,"Pub, Cafe",1300
43716,The Bangalore Cafe,Yes,4.2,515,Shanti Nagar,Casual Dining,800
43717,Samarkand,No,4.1,2050,Infantry Road,Casual Dining,1600
43718,1Q1,No,4.3,606,Infantry Road,"Casual Dining, Bar",2500
43719,Eden Park,Yes,4.1,632,Cunningham Road,Casual Dining,1100
43720,The Culinarium,No,4.0,35,Vasanth Nagar,"Cafe, Dessert Parlor",1100
43721,Dolci Desserts,Yes,4.3,657,Cunningham Road,"Cafe, Dessert Parlor",750
43722,Suryawanshi,Yes,4.2,452,Indiranagar,Casual Dining,700
43723,Skylit - Citrus Hotels,No,4.1,327,Cunningham Road,Lounge,1300
43724,Banjara Melting Pot,Yes,4.2,476,Cunningham Road,Casual Dining,1700
43725,Shezan,Yes,4.1,398,Cunningham Road,Casual Dining,600
43726,Infinitea Tea Room & Tea Store,Yes,4.2,865,Cunningham Road,"Casual Dining, Cafe",1000
43727,Red Onion,Yes,4.2,570,Shanti Nagar,Casual Dining,1200
43728,Siddique Kabab Centre,No,3.9,435,Frazer Town,Casual Dining,550
43729,Raidan Restaurant,No,3.9,175,Frazer Town,Casual Dining,600
43730,Peace Restaurant,Yes,2.9,111,Shanti Nagar,Casual Dining,500
43731,Peppa Zzing,Yes,4.3,1135,Infantry Road,Cafe,800
43732,Cafe Imroze,Yes,3.7,97,Infantry Road,"Cafe, Casual Dining",650
43733,Thom's Bakery,No,4.1,215,Frazer Town,"Bakery, Quick Bites",200
43734,Zaks Mediterranean Cuisine,Yes,3.9,256,Frazer Town,Casual Dining,700
43735,Gokul Kuteera,Yes,3.9,260,Indiranagar,Casual Dining,650
43736,Sendhoor Coffee,No,3.9,54,Indiranagar,Quick Bites,200
43737,Ta'aam,Yes,4.1,405,Cunningham Road,Casual Dining,750
43738,The Oriental Spice - Ashraya Hotel,Yes,3.8,160,Infantry Road,Casual Dining,1300
43739,Shyvan Restaurant,Yes,3.7,83,Shanti Nagar,Casual Dining,500
43740,Kanteen 038,Yes,3.9,54,Indiranagar,Quick Bites,200
43741,Mint Masala,No,2.8,255,Infantry Road,Casual Dining,1000
43742,Kim Lee Restaurant,No,3.8,263,Indiranagar,Casual Dining,650
43743,Kareem's,Yes,3.6,33,Frazer Town,Quick Bites,700
43744,Nisarga Garden,No,4.0,90,Infantry Road,Quick Bites,300
43745,Maratha Darshan,No,4.0,109,Cunningham Road,Quick Bites,400
43746,Give Me 5 Cafe,No,3.3,90,Indiranagar,Cafe,500
43747,Meaza Ginger Multi Cuisine Restaurant,Yes,3.7,93,Indiranagar,Quick Bites,500
43748,Masala Central,Yes,3.7,77,Frazer Town,Quick Bites,300
43749,Lickity Garden,Yes,3.7,26,Frazer Town,Casual Dining,750
43750,Donne Biriyani House,Yes,4.0,494,Indiranagar,Quick Bites,300
43751,Barista,No,3.7,35,Shanti Nagar,Cafe,300
43752,Wazir's,Yes,3.3,262,Shanti Nagar,Casual Dining,500
43753,Pathaan Sir,Yes,3.4,157,Indiranagar,Quick Bites,300
43754,The Chennai Express,No,3.8,171,Indiranagar,Quick Bites,250
43755,Taipan,Yes,3.0,128,Frazer Town,Casual Dining,700
43756,Fish Factory-Citrus Hotel,No,3.9,39,Cunningham Road,Fine Dining,2600
43757,Sanman Veg,No,3.0,14,Cunningham Road,Quick Bites,250
43758,Pathy's Kitchen,Yes,3.0,21,Indiranagar,Quick Bites,500
43759,Indira Darshini,No,3.1,6,Cunningham Road,Quick Bites,200
43760,24 Carats - The Capitol,No,3.1,46,Cunningham Road,Casual Dining,1000
43761,Aroma Of Asia,No,3.9,49,Frazer Town,Quick Bites,400
43762,Cafe Monarch Luxur,No,3.8,23,Infantry Road,Casual Dining,800
43763,Ammi's Biryani,No,2.7,231,Indiranagar,Quick Bites,350
43764,Shahi Kabab,No,3.9,41,Frazer Town,Quick Bites,200
43765,Oregano Pizzeria,Yes,3.0,61,Frazer Town,Quick Bites,300
43766,BISO - Citrus Hotels,No,3.9,158,Cunningham Road,Casual Dining,1100
43767,Bazaar- Zone By The Park,No,3.8,52,Infantry Road,Casual Dining,1100
43768,Just Bake,Yes,3.0,33,Shanti Nagar,"Bakery, Quick Bites",400
43769,Samrudh Veg,No,3.0,12,Cunningham Road,Quick Bites,200
43770,Shanthi Sagar Deluxe,No,2.7,54,Frazer Town,Casual Dining,500
43771,M.M.A Kababs Rolls & Biryani Center,Yes,2.7,66,Old Madras Road,Quick Bites,400
43772,Hushy's Kitchen,Yes,3.0,58,Shanti Nagar,Quick Bites,300
43773,Cafe Sandarshini,No,0.0,0,Shanti Nagar,Quick Bites,200
43774,Irene's Cafe & Deli - Citrus Hotels,No,0.0,0,Cunningham Road,Cafe,1000
43775,MACHALI,No,0.0,0,Frazer Town,Casual Dining,0
43776,Sandhya Sagar,No,0.0,0,Shanti Nagar,Quick Bites,300
43777,Aishwarya Bar and Restaurant,No,0.0,0,Indiranagar,Bar,800
43778,Aathithya,No,3.1,16,Infantry Road,Casual Dining,1100
43779,Fish N Spice,No,0.0,0,Frazer Town,Casual Dining,500
43780,Popat,Yes,3.2,43,Indiranagar,Quick Bites,300
43781,Srinidhi Sagar Food Line,Yes,3.7,131,Indiranagar,Quick Bites,250
43782,Ambur Dum Biriyani,No,3.1,11,Indiranagar,Quick Bites,150
43783,Chaithanya Andhra Style Family Restaurant,No,3.2,4,Cunningham Road,Casual Dining,600
43784,Unicorn Bar & Restaurant,No,3.9,119,Infantry Road,"Casual Dining, Bar",800
43785,R.K Caterers,No,0.0,0,Frazer Town,Quick Bites,350
43786,The Bong,No,3.1,38,Frazer Town,Quick Bites,300
43787,Mallige,No,3.2,5,Race Course Road,Casual Dining,700
43788,Loca Moca,Yes,2.9,45,Frazer Town,Cafe,600
43789,Reddy's Hotel,No,0.0,0,Indiranagar,Quick Bites,150
43790,Fahad Kabab Centre,No,0.0,0,Frazer Town,Quick Bites,150
43791,Vani Hindu Military Hotel,No,3.3,4,Indiranagar,Quick Bites,250
43792,Bettaiah Military Hotel,No,3.3,4,Shanti Nagar,Quick Bites,250
43793,Happie Hippies,No,0.0,0,Vasanth Nagar,Quick Bites,500
43794,South Inn,No,3.1,24,Frazer Town,Quick Bites,150
43795,Kolkatta Famous Chat,Yes,3.7,23,Indiranagar,Quick Bites,100
43796,Metro Military Hotel,Yes,0.0,0,Shanti Nagar,Quick Bites,300
43797,Cloud Foods,No,0.0,0,HSR,Casual Dining,600
43798,F M Biryani Plaza,No,0.0,0,Frazer Town,Quick Bites,200
43799,Dosa Mania,No,0.0,0,HSR,Quick Bites,200
43800,Let's Eat Desi Chinese,No,0.0,0,Shanti Nagar,Quick Bites,300
43801,21 Corner Haus Cafe,No,0.0,0,Shanti Nagar,Quick Bites,300
43802,Fortuna Turban Tadka,No,0.0,0,Uttarahalli,Quick Bites,300
43803,Spicy Gobi Magic,No,0.0,0,Shanti Nagar,Quick Bites,150
43804,Homely Kitchen,Yes,0.0,0,Indiranagar,Delivery,300
43805,Pooja Veg,No,3.1,9,Frazer Town,Quick Bites,100
43806,Ambur Biryani,No,0.0,0,Frazer Town,Quick Bites,300
43807,Chitu's Kitchen,No,3.0,11,Indiranagar,Quick Bites,450
43808,Al Sadique Restaurant,No,3.4,32,Frazer Town,Quick Bites,350
43809,Rahhams,Yes,2.8,157,Cunningham Road,Casual Dining,700
43810,Queens Food Corner,No,3.1,11,Cunningham Road,Quick Bites,200
43811,BR Military Hotel,No,3.1,6,Indiranagar,Quick Bites,300
43812,Sri Udupi Grand,No,3.2,9,Shanti Nagar,Quick Bites,350
43813,Sri Ganesh Fast Food,No,0.0,0,Shanti Nagar,Quick Bites,200
43814,Bombay Food Express,No,3.7,18,Shanti Nagar,Quick Bites,250
43815,Sapthagiri's Naidu Eating Point,No,3.4,5,Frazer Town,Quick Bites,300
43816,Bismillah Ambur Biryani,No,3.1,7,Indiranagar,Quick Bites,150
43817,New Roll Centre,No,3.3,7,Indiranagar,Quick Bites,150
43818,SSD Kitchen,No,0.0,0,Indiranagar,Quick Bites,150
43819,Pizza Stop,Yes,3.9,147,Cunningham Road,Quick Bites,600
43820,The French Loaf,Yes,2.8,142,Frazer Town,"Bakery, Quick Bites",300
43821,M9 - Citrus Hotels,No,3.1,10,Cunningham Road,Casual Dining,800
43822,Double Decker,No,4.3,2716,Brigade Road,"Bar, Casual Dining",1300
43823,Alchemy - The Chancery Pavilion,No,4.3,485,Residency Road,"Microbrewery, Casual Dining",2000
43824,NoLimmits Lounge and Club,Yes,4.1,2169,Brigade Road,Club,2000
43825,The 13th Floor,No,4.4,4611,MG Road,Lounge,1700
43826,SkyDeck By Sherlock's,No,4.2,1461,MG Road,"Pub, Casual Dining",1500
43827,Bangalore Pub Exchange,No,4.2,225,MG Road,"Pub, Casual Dining",1000
43828,Smaaash,No,4.2,549,MG Road,"Casual Dining, Pub",1500
43829,Ice - Taj MG Road Bengaluru,No,4.1,613,MG Road,Club,2800
43830,i-Bar - The Park Bangalore,No,3.8,623,MG Road,Lounge,3000
43831,WYT RestroPub,No,2.6,408,MG Road,Pub,1000
43832,Aqua - The Park Bangalore,No,4.0,195,MG Road,"Lounge, Bar",3000
43833,Mighty Small,No,4.1,259,MG Road,"Casual Dining, Bar",0
43834,White Plate,No,4.2,261,MG Road,"Casual Dining, Bar",1500
43835,Communiti,No,4.6,4021,Residency Road,"Microbrewery, Casual Dining",1500
43836,Skyye,No,4.2,3133,Lavelle Road,Lounge,2500
43837,Arbor Brewing Company,No,4.0,8413,Brigade Road,"Pub, Microbrewery",2000
43838,KazÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,No,4.4,888,Lavelle Road,Fine Dining,3000
43839,Shiro,Yes,4.4,2242,Lavelle Road,"Fine Dining, Lounge",3000
43840,The Permit Room,No,4.0,1602,Brigade Road,"Casual Dining, Bar",1500
43841,ShakesBierre,No,4.4,371,Brigade Road,"Microbrewery, Casual Dining",1500
43842,Farzi Cafe,No,4.4,2428,Lavelle Road,"Casual Dining, Microbrewery",1500
43843,Hard Rock Cafe,No,4.0,5284,St. Marks Road,"Casual Dining, Bar",2500
43844,MISU,Yes,4.0,1250,St. Marks Road,"Casual Dining, Bar",1700
43845,Bangalore Brew Works,No,4.3,2233,Residency Road,"Microbrewery, Lounge",1700
43846,Fava,No,4.4,2054,Lavelle Road,"Casual Dining, Bar",1200
43847,Soda Bottle Opener Wala,Yes,4.4,3712,Lavelle Road,"Casual Dining, Irani Cafee",1300
43848,The Bar Stock Exchange,No,4.2,643,St. Marks Road,"Pub, Casual Dining",1300
43849,The Biere Club,Yes,4.3,3496,Lavelle Road,"Pub, Microbrewery",1700
43850,Alchemy - The Chancery Pavilion,No,4.3,485,Residency Road,"Microbrewery, Casual Dining",2000
43851,Sanchez,No,4.3,1050,Lavelle Road,Lounge,1500
43852,RockSalt,Yes,4.4,498,St. Marks Road,"Bar, Casual Dining",1900
43853,Hoppipola,No,4.3,1721,Church Street,Lounge,1300
43854,Tree Tops Bar & Kitchen,No,4.4,133,Lavelle Road,"Casual Dining, Bar",1000
43855,Watson's,No,4.2,1430,Ulsoor,Pub,1300
43856,The Barn - Bar & Kitchen,No,4.2,261,Brigade Road,Pub,1500
43857,Bang - The Ritz-Carlton,No,4.2,479,Residency Road,Lounge,3000
43858,Easy Tiger,No,4.3,2272,Church Street,"Bar, Casual Dining",1100
43859,Capri Gastrobar,No,4.3,300,St. Marks Road,"Bar, Casual Dining",1200
43860,The Open Box,Yes,4.2,2291,St. Marks Road,"Casual Dining, Bar",1400
43861,Russh Gastropub,No,4.2,1345,Church Street,Pub,1100
43862,20 Feet High,Yes,4.0,938,Church Street,"Casual Dining, Bar",1000
43863,Copacabana Pub,Yes,0.0,0,Ulsoor,"Pub, Casual Dining",1500
43864,Amber Rush Restobar,No,4.1,102,Residency Road,Pub,1000
43865,Laughing Llama Gastropub,Yes,4.2,409,Brigade Road,"Bar, Casual Dining",1600
43866,Coconut Grove,No,3.9,684,Church Street,"Casual Dining, Bar",1200
43867,Bootlegger,No,4.1,1545,Lavelle Road,Pub,1200
43868,Pecos Classic,No,4.1,558,Brigade Road,"Pub, Casual Dining",1100
43869,My Space - WelcomeHotel Bengaluru,No,3.9,23,Richmond Road,Bar,2000
43870,Guzzlers Inn,No,3.9,952,Brigade Road,Pub,1100
43871,Chin Lung Resto Bar,No,4.0,516,Residency Road,Bar,1000
43872,Le Rock,Yes,4.0,1218,Brigade Road,Bar,2000
43873,Fuel Resto Bar,No,4.2,38,Richmond Road,Bar,2000
43874,Fusion Lounge,No,2.0,397,Brigade Road,Lounge,1500
43875,Chugg,No,4.0,749,Church Street,Pub,1100
43876,Scottish Pub,No,3.9,190,St. Marks Road,Bar,600
43877,ThrowBack - Pub & Dine,No,3.9,235,Langford Town,"Bar, Casual Dining",1000
43878,Downtown,No,3.7,298,Residency Road,Pub,1000
43879,The Ritz-Carlton Bar - The Ritz-Carlton,No,4.0,95,Residency Road,Lounge,2000
43880,Sphyre - Gateway Hotel,No,3.6,45,Residency Road,Lounge,1700
43881,Slounge - Lemon Tree Premier,No,4.0,64,Ulsoor,Lounge,1500
43882,Bar UNO - JW Marriott Bengaluru,No,3.9,73,Lavelle Road,Lounge,2500
43883,Liquid Lounge - Hyatt Centric MG Road,No,4.1,100,Ulsoor,Lounge,2400
